Date;username;name;tweet;replies_count;retweets_count;likes_count
2022-11-11 06:40:30 SE Asia Standard Time;liberals4liber1;Liberals4Liberty;"@MSNBC @MaddowBlog Donald J Trump, twice impeached former US President who absconded top secret documents &amp; hid them at Mar a Lago suffers from mental health delusions of grandeur! Either indict the guy or put him on a 72 - hour psychiatric hold. He is a menace to society   https://t.co/T08AIapvaW";0;0;1
2022-11-11 06:40:19 SE Asia Standard Time;justkeepbrains;Ramona Schnauzevoll;tw depressionen, mental health, suizid  wenn einem am tag des letzten versuchs der beste sagt, dass man in der voice message so happy klingt…  … und man dann zwischen ’war das dein ernst?’ und ’oh ich kann wieder besser masken’?…  wie gesund ist das so auf ner skala von 1-10?;1;0;6
2022-11-11 06:40:11 SE Asia Standard Time;canadavacancies;Vacancies in Canada;Mental Health Policy Analyst  https://t.co/kQyPtHfCIv;0;0;0
2022-11-11 06:40:08 SE Asia Standard Time;enzo_akioo;Enzo Akioo;my mental health was tested this year like no other #days;0;0;0
2022-11-11 06:40:08 SE Asia Standard Time;anecowarrior;?? T H E D R A G O N ??;@WheresCarmella //Yeah, man. I was pretty close with them. One of the best people I’ve ever met on here. Last I checked, they were on a mental health break. I don’t think they’ll be coming back to rp unfortunately.;1;0;1
2022-11-11 06:40:06 SE Asia Standard Time;ricksandchez99;Pisser Rick;@yeeeeeetzus wishing you good Mens Mental Health ??;1;0;1
2022-11-11 06:40:04 SE Asia Standard Time;unkindclapback;ugly karen repellant;@yeaitscoop @isntitlily @tragicbirdapp Okay but that's your experience and everyone isnt you. it doesn't make sense to argue about it when there are people expressing genuine difficulty with self care. This is from the standpoint of someone who has been in 3+ group hospitalization services for mental health.;1;0;0
2022-11-11 06:40:00 SE Asia Standard Time;sbhakrepatil;Jocelynn Carney;“Mental health is a vital yet often underlooked aspect of longevity — I believe a healthy mind is equally as important as a healthy body,” said Garri Zmudze, executive coordinator of the Longevity Science Foundation. #DigifinexAirdrop;0;0;0
2022-11-11 06:40:00 SE Asia Standard Time;medigy1;Medigy;Excerpts of @BusinessWire article: The provider of the world’s most accessible and comprehensive digital #mentalhealth platform, @Headspace announced that it has acquired @TheShineApp, a leading platform for inclusive mental health and #wellness support.  https://t.co/9klExwYrPL  https://t.co/Uj7celIiOq;0;0;0
2022-11-11 06:39:51 SE Asia Standard Time;katsdojo;Kats.ETH | KatsCo CEO~????#Philippine ??3 Festival;"To my beautiful community ?? I just want you to know that me &amp; my friends care about you ?? mental health awareness is a serious thing ?? Ik many can't access their funds &amp; others have lost a lot but just know it's not the end! Please talk to someone if you need to ????????!";2;5;16
2022-11-11 06:39:50 SE Asia Standard Time;townblvd;Jami;"Glancing over the work they’ve done, I see contribs about bisexuality, Muslim women, domestic violence, sex work, disabilities, education, abortion care, racism, mental health — I could go on and on! Love this community &amp; the work to help the world understand new perspectives.";1;0;0
2022-11-11 06:39:47 SE Asia Standard Time;suetsawsusan;I_Travel_alot ??????????;@Concern70732755 ?? #ConspiracyTheories #Mentalhealth    https://t.co/VoYo7k8dWY;0;0;0
2022-11-11 06:39:47 SE Asia Standard Time;nicksturgeon;Nick Sturgeon;"Day 10 and feeling decidedly low, almost melancholy tonight. One third into #nano Good progress with chapter themes &amp; dropping a decent word count again, but this is a low place place I have been before when creating first draft. Zero thrills and much work ahead. #mentalhealth";0;0;0
2022-11-11 06:39:45 SE Asia Standard Time;hella_bandz813;ghe;Train yourself to let people win arguments on purpose to conserve your mental health.;0;0;0
2022-11-11 06:39:41 SE Asia Standard Time;paigenicolex23;ghost girl;you know my mental health is on 0% when i start listening to juice wrld n lil peep on repeat ??;0;0;2
2022-11-11 06:39:40 SE Asia Standard Time;awakekindness;Kindness Anonymous;@madbpd Report any mental health professional who still uses this term. is criminally negligent to tell someone in that state of abuse that it is a “personality disorder” and not a resolvable state caused by abuse;0;0;0
2022-11-11 06:39:39 SE Asia Standard Time;imjustsomejosh;????????;@simothysimothy This is such a good move for mental health. All the best Galadon!!!!;0;0;0
2022-11-11 06:39:33 SE Asia Standard Time;karinaga88;Karina;@Learosexx @GillyAdam @drippyicy @DrJoGrady @hannaway23 Dont use your mental heath as a weapon. Poor mental health doesn't invalidate the poor tone of your post. You can also be unfortunate in some ways and fortunatate in others. They aren't mutually exclusive.;1;0;1
2022-11-11 06:39:24 SE Asia Standard Time;innitinc;candy/tom ?;im gonna relax myself for now. i've been stressing a lot with this whole thing and pushing it and it's taking a toll on my mental health;2;0;12
2022-11-11 06:39:18 SE Asia Standard Time;soupnight42069;dog with rabies;How is everyone's mental health?  I'm personally in the sad notes app poetry stage ??;0;0;1
2022-11-11 06:39:18 SE Asia Standard Time;mingoes35;minshi? | in my that girl era;Edtwt i need your help! I used to watch this yt channel of a girl who had an ed and she made videos about mental health etc, they were very real and authentic and sometimes even depressing. She had blue hair and i specifically remember this one video of 1/2;1;0;1
2022-11-11 06:39:14 SE Asia Standard Time;gulafsa16;Gulafsa S;When your mental health takes over your life to the extent that you don’t even know who you really are anymore;0;0;0
2022-11-11 06:39:10 SE Asia Standard Time;20thmaine1653;Eowyn's Sword;@DrShayPhD @Windoctorx @FoxNews I learned in 2020 not to go there during elections for my mental health.;0;0;1
2022-11-11 06:39:01 SE Asia Standard Time;kill_lila;lila ?;my sibling always dyes their hair to mark a turn in their mental health and i thought going blonde was a good thing until they asked me to pierce their bridge;1;0;2
2022-11-11 06:39:01 SE Asia Standard Time;suspendedand1;Suspended in Time ???;@justtaxtherich @Oregonian Another illustration of the failed reading comprehension statistics for Oregon education.   Maybe you were not educated here?  Read my comment again.   Comprehension should be a requirement to tweet.    We do have mental health services in Oregon that could help with your anger.;1;0;1
2022-11-11 06:38:57 SE Asia Standard Time;shortstack404;Hollow_Husk.404;@transmascjfk @bara_moe_bitch This was made by sleepykinq now known as doctor sleep who would make animation memes with a lot of gore and glorification of poor mental health, he got into a lot of drama with him having horrible takes (or something) on rape and rape victims and made the worst webcomic ever;1;1;47
2022-11-11 06:38:54 SE Asia Standard Time;ruiribeiro2345;Rui Pedro Ribeiro;@slbenfica_en It's a shame that the portuguese account @SLBenfica did'nt talk in their post about mental health.   É uma pena que na publicação na conta em Português, do SLBenfica, não tenham referência ás doenças mentais.;0;0;0
2022-11-11 06:38:53 SE Asia Standard Time;venus_cxo;Venus Creciente;"Growth is feeling secure enough not to need an ""I love you"" at the end of every call.   #mentalhealth #growth #secure #selflove #village #support #process #healing #love #life #journey #relationships";0;0;0
2022-11-11 06:38:50 SE Asia Standard Time;somtoisvain;Xystus;@Owanarii @NIMHgov It's actually nice ??;0;0;0
2022-11-11 06:38:49 SE Asia Standard Time;dezzhu;Lane;@hawkdeltaX30 @AkpanEmmanuelD4 @BardOliver @double2_77 @CNN Like someone who makes LGBTQ their entire personality is an expert on mental health;1;0;1
2022-11-11 06:38:48 SE Asia Standard Time;joyofadventure;Lucy;Legitimately, if/when twitter really does implode, I’m done with social media. I never check fb, insta or anything else with any regularity. Prob good for my mental health tbh! But I will miss twitter so much!;0;0;0
2022-11-11 06:38:42 SE Asia Standard Time;tobydeniyi;‘Loba;A great man and lyrical composer once said - ‘The streets don’t care about your mental health’  Black Bones Emeka 2022;0;0;1
2022-11-11 06:38:34 SE Asia Standard Time;x_norellisss;N.;My mental health has been kicking my assss;0;2;2
2022-11-11 06:38:33 SE Asia Standard Time;suffacted;milfmagnet;Sucking on titties cure your mental health btw ??;0;0;1
2022-11-11 06:38:30 SE Asia Standard Time;jaquesdemournay;God Emperor Lord Leto II;@MikeCarlton01 Same with climate change, soil erosion, resource depletion, ocean acidification, nuclear proliferation, mass extinction, land clearing, rising fascism, rising inequality, political malfeasance, animal cruelty, housing crisis, mental health crisis:, etc...   Ignorance is BLISS!;2;0;3
2022-11-11 06:38:30 SE Asia Standard Time;muddlehen;Brandt;"@AtlRey ""she"" is one giant mental health issue and should not qualify to even run for election";0;0;0
2022-11-11 06:38:23 SE Asia Standard Time;couda_usertest;Raden Eki;@DesignRant2 @hanmula Maksud bapak, generasi yang melek mental health untuk dirinya sendiri dan bodo amat sama orang lain?;1;4;14
2022-11-11 06:38:11 SE Asia Standard Time;nicholsevansfan;((Liz??SnK&EO))??;@liv_einziger I’ll watch it live here on the west coastif the east coasters tell me it’s safe for my mental health ????;0;0;0
2022-11-11 06:38:10 SE Asia Standard Time;jsourbet;Julien Sourbet;@DineshDSouza You forgot the older and selfish, Trump… now he is insulting DeSantis. He lost his mind. Put in him in a mental health institute to keep America Great ??;0;0;0
2022-11-11 06:38:10 SE Asia Standard Time;yeeeeeetzus;riddle;experiencing a drop in mental health: have something stuck in my teeth;1;0;4
2022-11-11 06:38:09 SE Asia Standard Time;projectbuddy;Buddy Project;"you deserve help, no matter what your circumstances are. it doesn't matter that you don't ""have it the worst."" if you are having mental health issues, you deserve healing.  never let anyone tell you that you aren't deserving of love and support.";0;7;86
2022-11-11 06:38:08 SE Asia Standard Time;snflwrgld;kar(mur) is a queen ???????;men are like “uwu how do I change my explore page all I see is girls” follow 10 mental health / self development pages right now i dare you;1;0;6
2022-11-11 06:38:00 SE Asia Standard Time;j0o0o0j;Orjwan;A child's mental health is just as important as their physical health and deserves the same quality of support. -Kate Middleton;0;0;0
2022-11-11 06:37:59 SE Asia Standard Time;castielmarks;Castiel;your mental health. Not just because you have less opportunities for clubs and trips. Centuries ago you would die to the elements. No one there to help you hunt or gather, you starve. No one there to help you make clothes or a shelter, you freeze to death. No one there to protect;1;0;0
2022-11-11 06:37:56 SE Asia Standard Time;castielmarks;Castiel;"If someone doesn't like you it can devastate your mental health. Because why would they be wrong about that, how when they are so insistent? So now you feel that way about your self; it's unhealthy, but you can't help it. And when you are isolated by your peers, that does matter!";1;0;0
2022-11-11 06:37:55 SE Asia Standard Time;potheadpolitic;Pothead politics????;Canadian government is funding a study at the University of Alberta into how global warming affects mental health.  I’m not joking.;1;0;0
2022-11-11 06:37:55 SE Asia Standard Time;rare_certified;Rare;@amahdyt When it feels like a chore, or when your passion starts feeling forceful, you need to refresh your mind. Mental health is #1, w/o that you can’t do shit. You need to talk about this to your day 1’s, your YouTube homies, tell them how you feel, and slowly build that fire again;0;0;0
2022-11-11 06:37:54 SE Asia Standard Time;pop_tremuloides;Aspen;@Ranting_Trans As someone who deals with my own mental health struggles, this can lead to 'over correcting'. Kinda like driving on ice, if you over correct in a small slide it can fling you the opposite direction.;0;0;5
2022-11-11 06:37:53 SE Asia Standard Time;davidbr06588420;David Brown;@chasingspirits2 @doughnutnaps It isn't that surprising. I suffer from a mental health illness and I have an amazing counsellor now, but I have gone through some horrific psychiatrists and psychologists both. You wouldn't believe some of them. The good people in that profession might be a minority these days.;0;0;2
2022-11-11 06:37:51 SE Asia Standard Time;nedunwankwol;Chinedu Nwankwo;Although the mind and body are often viewed as being separate, mental and physical health are actually closely related. Good mental health can positively affect your physical health. In return, poor mental health can negatively affect your physical health.  https://t.co/CpQTP9WZIr;0;0;0
2022-11-11 06:37:51 SE Asia Standard Time;chriscuddles;chrissy;@RealDeniseWelch You say you care about mental health  But truth is you don't because all you do is hound people constantly;0;0;5
2022-11-11 06:37:44 SE Asia Standard Time;dobeheal;INtegRIty Counseling;Our nonprofit for the uninsured and underinsured is hoping for 100 people/businesses to donate $100 each in the month of November. Can you be one of them?  #mentalhealth #uninsured #underinsured #support #dobeheal  https://t.co/iyrxTakhx9;1;0;2
